Timestamp,System ON,System ON Timestamps,System OFF Timestamps,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,User Coordinates,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology,Solar Irradiance (W/m²)
05/09/2024 02:30,FALSE,,05/09/2024 02:30,21,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.011,TRUE,FALSE,Residential,"10.525053,7.417258",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 02:45,FALSE,,05/09/2024 02:45,21.63617254,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.012,TRUE,FALSE,Residential,"10.525053,7.417259",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 03:00,FALSE,,05/09/2024 03:00,22.28304753,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.013,TRUE,FALSE,Residential,"10.525053,7.417260",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 03:15,FALSE,,05/09/2024 03:15,22.01146793,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.014,TRUE,FALSE,Residential,"10.525053,7.417261",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 03:30,FALSE,,05/09/2024 03:30,21.36417398,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.015,TRUE,FALSE,Residential,"10.525053,7.417262",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 03:45,FALSE,,05/09/2024 03:45,21,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.016,TRUE,FALSE,Residential,"10.525053,7.417263",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 04:00,FALSE,,05/09/2024 04:00,21,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.017,TRUE,FALSE,Residential,"10.525053,7.417264",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 04:15,FALSE,,05/09/2024 04:15,21,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.018,TRUE,FALSE,Residential,"10.525053,7.417265",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 04:30,FALSE,,05/09/2024 04:30,21.2368894,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.019,TRUE,FALSE,Residential,"10.525053,7.417266",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 04:45,FALSE,,05/09/2024 04:45,21.19197178,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.02,TRUE,FALSE,Residential,"10.525053,7.417267",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 05:00,FALSE,,05/09/2024 05:00,21,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.021,TRUE,FALSE,Residential,"10.525053,7.417268",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 05:15,FALSE,,05/09/2024 05:15,21.64744901,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.022,TRUE,FALSE,Residential,"10.525053,7.417269",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 05:30,FALSE,,05/09/2024 05:30,21.31048158,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.023,TRUE,FALSE,Residential,"10.525053,7.417270",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 05:45,FALSE,,05/09/2024 05:45,21.64242663,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.024,TRUE,FALSE,Residential,"10.525053,7.417271",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 06:00,FALSE,,05/09/2024 06:00,21.56305207,0,0,0.294086023,90,0,FALSE,220,0,0.9,0.025,TRUE,FALSE,Residential,"10.525053,7.417272",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 06:15,FALSE,,05/09/2024 06:15,21,19.62093877,0,0.294086023,90,0,FALSE,220,0,0.9,0.026,TRUE,FALSE,Residential,"10.525053,7.417273",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 06:30,FALSE,,05/09/2024 06:30,21.18462497,39.15785767,0,0.298991258,90,0,FALSE,220,0,0.9,0.027,FALSE,FALSE,Residential,"10.525053,7.417274",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 06:45,TRUE,05/09/2024 06:45,,21,58.5270966,0.585404636,0.308780722,90,0.585404636,FALSE,220,2.660930162,0.9,0.028,TRUE,FALSE,Residential,"10.525053,7.417275",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 07:00,FALSE,,05/09/2024 07:00,21,77.64571353,0,0.2,90,0,FALSE,220,0,0.9,0.029,TRUE,FALSE,Residential,"10.525053,7.417276",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 07:15,FALSE,,05/09/2024 07:15,21.50564742,96.43183959,0,0.219411428,90,0,FALSE,220,0,0.9,0.03,TRUE,FALSE,Residential,"10.525053,7.417277",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 07:30,FALSE,,05/09/2024 07:30,21.96055867,114.8050297,0,0.243519388,90,0,FALSE,220,0,0.9,0.031,TRUE,FALSE,Residential,"10.525053,7.417278",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 07:45,FALSE,,05/09/2024 07:45,21.28827567,132.6866071,0,0.272220646,90,0,FALSE,220,0,0.9,0.032,FALSE,FALSE,Residential,"10.525053,7.417279",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 08:00,TRUE,05/09/2024 08:00,,22.06330122,150,0.220096231,0.305392297,90,0.220096231,FALSE,220,1.000437412,0.9,0.033,TRUE,FALSE,Residential,"10.525053,7.417280",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 08:15,FALSE,,05/09/2024 08:15,21.29740442,166.6710699,0,0.28786824,90,0,FALSE,220,0,0.9,0.034,FALSE,FALSE,Residential,"10.525053,7.417281",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 08:30,TRUE,05/09/2024 08:30,,21.70117471,182.6284287,0.327870304,0.329536007,90,0.327870304,FALSE,220,1.490319563,0.9,0.035,TRUE,FALSE,Residential,"10.525053,7.417282",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 08:45,FALSE,,05/09/2024 08:45,21.13853847,197.8037445,0,0.293225539,90,0,FALSE,220,0,0.9,0.036,FALSE,FALSE,Residential,"10.525053,7.417283",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 09:00,TRUE,05/09/2024 09:00,,21.21306137,212.1320344,0.557242577,0.342676475,90,0.557242577,FALSE,220,2.532920806,0.9,0.037,TRUE,FALSE,Residential,"10.525053,7.417284",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 09:15,FALSE,,05/09/2024 09:15,21,225.5519422,0,0.256398839,90,0,FALSE,220,0,0.9,0.038,FALSE,FALSE,Residential,"10.525053,7.417285",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 09:30,TRUE,05/09/2024 09:30,,21,238.0060021,0.500767606,0.312786824,90,0.500767606,FALSE,220,2.276216393,0.9,0.039,TRUE,FALSE,Residential,"10.525053,7.417286",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 09:45,FALSE,,05/09/2024 09:45,21,249.4408837,0,0.247096423,90,0,FALSE,220,0,0.9,0.04,FALSE,FALSE,Residential,"10.525053,7.417287",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 10:00,TRUE,05/09/2024 10:00,,21.0382114,259.8076211,0.578479085,0.309456644,90,0.578479085,FALSE,220,2.629450389,0.9,0.041,TRUE,FALSE,Residential,"10.525053,7.417288",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 10:15,FALSE,,05/09/2024 10:15,21,269.0618225,0,0.229788778,90,0,FALSE,220,0,0.9,0.042,TRUE,FALSE,Residential,"10.525053,7.417289",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 10:30,FALSE,,05/09/2024 10:30,21.02671548,277.1638598,0,0.297054234,90,0,FALSE,220,0,0.9,0.043,FALSE,FALSE,Residential,"10.525053,7.417290",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 10:45,TRUE,05/09/2024 10:45,,21.66277943,284.0790388,0.488942208,0.366345199,90,0.488942208,FALSE,220,2.222464583,0.9,0.044,FALSE,FALSE,Residential,"10.525053,7.417291",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 11:00,TRUE,05/09/2024 11:00,,22.19393074,289.7777479,0.56537647,0.315129406,90,0.56537647,FALSE,220,2.569893044,0.9,0.045,TRUE,FALSE,Residential,"10.525053,7.417292",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 11:15,FALSE,,05/09/2024 11:15,22.13477167,294.2355841,0,0.246229726,90,0,FALSE,220,0,0.9,0.046,FALSE,FALSE,Residential,"10.525053,7.417293",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 11:30,TRUE,05/09/2024 11:30,,22.91604297,297.4334584,0.320957892,0.319788622,90,0.320957892,FALSE,220,1.458899509,0.9,0.047,FALSE,FALSE,Residential,"10.525053,7.417294",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 11:45,TRUE,05/09/2024 11:45,,23.05903545,299.357677,0.28039388,0.313907514,90,0.28039388,FALSE,220,1.274517638,0.9,0.048,FALSE,FALSE,Residential,"10.525053,7.417295",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 12:00,TRUE,05/09/2024 12:00,,22.3724032,300,0.435010878,0.318648463,90,0.435010878,FALSE,220,1.977322175,0.9,0.049,TRUE,FALSE,Residential,"10.525053,7.417296",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 12:15,FALSE,,05/09/2024 12:15,22.2601936,299.357677,0,0.284895743,90,0,FALSE,220,0,0.9,0.05,FALSE,FALSE,Residential,"10.525053,7.417297",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 12:30,TRUE,05/09/2024 12:30,,22.33018248,297.4334584,0.587295026,0.359735163,90,0.587295026,FALSE,220,2.669522845,0.9,0.051,TRUE,FALSE,Residential,"10.525053,7.417298",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 12:45,FALSE,,05/09/2024 12:45,22.37951801,294.2355841,0,0.287269771,90,0,FALSE,220,0,0.9,0.052,FALSE,FALSE,Residential,"10.525053,7.417299",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 13:00,TRUE,05/09/2024 13:00,,21.44909962,289.7777479,0.531788655,0.360828667,90,0.531788655,FALSE,220,2.41722116,0.9,0.053,FALSE,FALSE,Residential,"10.525053,7.417300",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 13:15,TRUE,05/09/2024 13:15,,21,284.0790388,0.350698829,0.30032594,90,0.350698829,FALSE,220,1.594085586,0.9,0.054,TRUE,FALSE,Residential,"10.525053,7.417301",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 13:30,FALSE,,05/09/2024 13:30,21.85965211,277.1638598,0,0.283670992,90,0,FALSE,220,0,0.9,0.055,FALSE,FALSE,Residential,"10.525053,7.417302",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 13:45,TRUE,05/09/2024 13:45,,21.59183656,269.0618225,0.206027676,0.352961957,90,0.206027676,FALSE,220,0.936489435,0.9,0.056,FALSE,FALSE,Residential,"10.525053,7.417303",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 14:00,TRUE,05/09/2024 14:00,,21.51132143,259.8076211,0.256257771,0.368720494,90,0.256257771,FALSE,220,1.164808052,0.9,0.057,FALSE,FALSE,Residential,"10.525053,7.417304",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 14:15,TRUE,05/09/2024 14:15,,22.42915175,249.4408837,0.517191574,0.369607956,90,0.517191574,FALSE,220,2.350870793,0.9,0.058,FALSE,FALSE,Residential,"10.525053,7.417305",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 14:30,TRUE,05/09/2024 14:30,,22.59708876,238.0060021,0.229685118,0.302670284,90,0.229685118,FALSE,220,1.044023265,0.9,0.059,FALSE,FALSE,Residential,"10.525053,7.417306",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 14:45,TRUE,05/09/2024 14:45,,22.05187665,225.5519422,0.522808126,0.304750505,90,0.522808126,FALSE,220,2.376400572,0.9,0.06,TRUE,FALSE,Residential,"10.525053,7.417307",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 15:00,FALSE,,05/09/2024 15:00,21.91718552,212.1320344,0,0.230436459,90,0,FALSE,220,0,0.9,0.061,TRUE,FALSE,Residential,"10.525053,7.417308",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 15:15,FALSE,,05/09/2024 15:15,21.572454,197.8037445,0,0.283469467,90,0,FALSE,220,0,0.9,0.062,FALSE,FALSE,Residential,"10.525053,7.417309",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 15:30,TRUE,05/09/2024 15:30,,21.80903335,182.6284287,0.41181393,0.332920403,90,0.41181393,FALSE,220,1.871881501,0.9,0.063,TRUE,FALSE,Residential,"10.525053,7.417310",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 15:45,FALSE,,05/09/2024 15:45,21,166.6710699,0,0.275624028,90,0,FALSE,220,0,0.9,0.064,FALSE,FALSE,Residential,"10.525053,7.417311",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 16:00,TRUE,05/09/2024 16:00,,21,150,0.230773367,0.317291796,90,0.230773367,FALSE,220,1.048969849,0.9,0.065,TRUE,FALSE,Residential,"10.525053,7.417312",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 16:15,FALSE,,05/09/2024 16:15,21.03404333,132.6866071,0,0.297098454,90,0,FALSE,220,0,0.9,0.066,FALSE,FALSE,Residential,"10.525053,7.417313",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 16:30,TRUE,05/09/2024 16:30,,21,114.8050297,0.433657433,0.330270106,90,0.433657433,FALSE,220,1.971170148,0.9,0.067,TRUE,FALSE,Residential,"10.525053,7.417314",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 16:45,FALSE,,05/09/2024 16:45,21,96.43183959,0,0.250557005,90,0,FALSE,220,0,0.9,0.068,TRUE,FALSE,Residential,"10.525053,7.417315",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 17:00,FALSE,,05/09/2024 17:00,21.36091165,77.64571353,0,0.274664965,90,0,FALSE,220,0,0.9,0.069,TRUE,FALSE,Residential,"10.525053,7.417316",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 17:15,FALSE,,05/09/2024 17:15,21,58.5270966,0,0.294076393,90,0,FALSE,220,0,0.9,0.07,FALSE,FALSE,Residential,"10.525053,7.417317",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 17:30,TRUE,05/09/2024 17:30,,21.60947063,39.15785767,0.210889988,0.308708167,90,0.210889988,FALSE,220,0.958590854,0.9,0.071,TRUE,FALSE,Residential,"10.525053,7.417318",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 17:45,FALSE,,05/09/2024 17:45,21.97199602,19.62093877,0,0.265775135,90,0,FALSE,220,0,0.9,0.072,TRUE,FALSE,Residential,"10.525053,7.417319",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 18:00,FALSE,,05/09/2024 18:00,21.64907188,3.67e-14,0,0.270680369,90,0,FALSE,220,0,0.9,0.073,TRUE,FALSE,Residential,"10.525053,7.417320",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 18:15,FALSE,,05/09/2024 18:15,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.074,TRUE,FALSE,Residential,"10.525053,7.417321",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 18:30,FALSE,,05/09/2024 18:30,21.9377204,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.075,TRUE,FALSE,Residential,"10.525053,7.417322",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 18:45,FALSE,,05/09/2024 18:45,21.75793988,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.076,TRUE,FALSE,Residential,"10.525053,7.417323",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 19:00,FALSE,,05/09/2024 19:00,21.693684,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.077,TRUE,FALSE,Residential,"10.525053,7.417324",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 19:15,FALSE,,05/09/2024 19:15,22.58024021,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.078,TRUE,FALSE,Residential,"10.525053,7.417325",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 19:30,FALSE,,05/09/2024 19:30,22.51586268,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.079,TRUE,FALSE,Residential,"10.525053,7.417326",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 19:45,FALSE,,05/09/2024 19:45,22.85618415,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.08,TRUE,FALSE,Residential,"10.525053,7.417327",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 20:00,FALSE,,05/09/2024 20:00,22.5129026,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.081,TRUE,FALSE,Residential,"10.525053,7.417328",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 20:15,FALSE,,05/09/2024 20:15,23.32100545,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.082,TRUE,FALSE,Residential,"10.525053,7.417329",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 20:30,FALSE,,05/09/2024 20:30,23.91148448,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.083,TRUE,FALSE,Residential,"10.525053,7.417330",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 20:45,FALSE,,05/09/2024 20:45,23.88552734,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.084,TRUE,FALSE,Residential,"10.525053,7.417331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 21:00,FALSE,,05/09/2024 21:00,24.31703165,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.085,TRUE,FALSE,Residential,"10.525053,7.417332",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 21:15,FALSE,,05/09/2024 21:15,23.40137044,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.086,TRUE,FALSE,Residential,"10.525053,7.417333",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 21:30,FALSE,,05/09/2024 21:30,23.18622354,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.087,TRUE,FALSE,Residential,"10.525053,7.417334",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 21:45,FALSE,,05/09/2024 21:45,22.25077193,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.088,TRUE,FALSE,Residential,"10.525053,7.417335",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 22:00,FALSE,,05/09/2024 22:00,21.42343799,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.089,TRUE,FALSE,Residential,"10.525053,7.417336",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 22:15,FALSE,,05/09/2024 22:15,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.09,TRUE,FALSE,Residential,"10.525053,7.417337",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 22:30,FALSE,,05/09/2024 22:30,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.091,TRUE,FALSE,Residential,"10.525053,7.417338",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 22:45,FALSE,,05/09/2024 22:45,21.09651571,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.092,TRUE,FALSE,Residential,"10.525053,7.417339",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 23:00,FALSE,,05/09/2024 23:00,21.84566709,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.093,TRUE,FALSE,Residential,"10.525053,7.417340",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 23:15,FALSE,,05/09/2024 23:15,21.95825955,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.094,TRUE,FALSE,Residential,"10.525053,7.417341",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 23:30,FALSE,,05/09/2024 23:30,21.78981977,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.095,TRUE,FALSE,Residential,"10.525053,7.417342",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
05/09/2024 23:45,FALSE,,05/09/2024 23:45,21.16186287,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.096,TRUE,FALSE,Residential,"10.525053,7.417343",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 00:00,FALSE,,06/09/2024 00:00,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.097,TRUE,FALSE,Residential,"10.525053,7.417344",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 00:15,FALSE,,06/09/2024 00:15,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.098,TRUE,FALSE,Residential,"10.525053,7.417345",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 00:30,FALSE,,06/09/2024 00:30,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.099,TRUE,FALSE,Residential,"10.525053,7.417346",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 00:45,FALSE,,06/09/2024 00:45,21.5700205,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.1,TRUE,FALSE,Residential,"10.525053,7.417347",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 01:00,FALSE,,06/09/2024 01:00,21.79932664,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.101,TRUE,FALSE,Residential,"10.525053,7.417348",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 01:15,FALSE,,06/09/2024 01:15,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.102,TRUE,FALSE,Residential,"10.525053,7.417349",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 01:30,FALSE,,06/09/2024 01:30,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.103,TRUE,FALSE,Residential,"10.525053,7.417350",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 01:45,FALSE,,06/09/2024 01:45,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.104,TRUE,FALSE,Residential,"10.525053,7.417351",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 02:00,FALSE,,06/09/2024 02:00,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.105,TRUE,FALSE,Residential,"10.525053,7.417352",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 02:15,FALSE,,06/09/2024 02:15,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.106,TRUE,FALSE,Residential,"10.525053,7.417353",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
06/09/2024 02:30,FALSE,,06/09/2024 02:30,21,0,0,0.270680369,90,0,FALSE,220,0,0.9,0.107,TRUE,FALSE,Residential,"10.525053,7.417354",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,
