Timestamp,System ON,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology,Latitude,Longitude
2024-09-05 03:45:00,False,21.0,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.016,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417263
2024-09-05 04:00:00,False,21.0,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.017,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417264
2024-09-05 04:15:00,False,21.0,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.018,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417265
2024-09-05 04:30:00,False,21.2368894,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.019,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417266
2024-09-05 04:45:00,False,21.19197178,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.02,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417267
2024-09-05 05:00:00,False,21.0,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.021,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417268
2024-09-05 05:15:00,False,21.64744901,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.022,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417269
2024-09-05 05:30:00,False,21.31048158,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.023,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41727
2024-09-05 05:45:00,False,21.64242663,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.024,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417271
2024-09-05 06:00:00,False,21.56305207,0.0,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.025,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417272
2024-09-05 06:15:00,False,21.0,19.62093877,0.0,0.294086023,90.0,0.0,False,220.0,0.0,0.9,0.026,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417273
2024-09-05 06:30:00,False,21.18462497,39.15785767,0.0,0.298991258,90.0,0.0,False,220.0,0.0,0.9,0.027,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417274
2024-09-05 07:00:00,False,21.0,77.64571353,0.0,0.2,90.0,0.0,False,220.0,0.0,0.9,0.029,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417276
2024-09-05 07:15:00,False,21.50564742,96.43183959,0.0,0.219411428,90.0,0.0,False,220.0,0.0,0.9,0.03,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417277
2024-09-05 07:30:00,False,21.96055867,114.8050297,0.0,0.243519388,90.0,0.0,False,220.0,0.0,0.9,0.031,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417278
2024-09-05 07:45:00,False,21.28827567,132.6866071,0.0,0.272220646,90.0,0.0,False,220.0,0.0,0.9,0.032,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417279
2024-09-05 08:15:00,False,21.29740442,166.6710699,0.0,0.28786824,90.0,0.0,False,220.0,0.0,0.9,0.034,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417281
2024-09-05 08:45:00,False,21.13853847,197.8037445,0.0,0.293225539,90.0,0.0,False,220.0,0.0,0.9,0.036,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417283
2024-09-05 09:15:00,False,21.0,225.5519422,0.0,0.256398839,90.0,0.0,False,220.0,0.0,0.9,0.038,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417285
2024-09-05 09:45:00,False,21.0,249.4408837,0.0,0.247096423,90.0,0.0,False,220.0,0.0,0.9,0.04,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417287
2024-09-05 10:15:00,False,21.0,269.0618225,0.0,0.229788778,90.0,0.0,False,220.0,0.0,0.9,0.042,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417289
2024-09-05 10:30:00,False,21.02671548,277.1638598,0.0,0.297054234,90.0,0.0,False,220.0,0.0,0.9,0.043,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41729
2024-09-05 11:15:00,False,22.13477167,294.2355841,0.0,0.246229726,90.0,0.0,False,220.0,0.0,0.9,0.046,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417293
2024-09-05 12:15:00,False,22.2601936,299.357677,0.0,0.284895743,90.0,0.0,False,220.0,0.0,0.9,0.05,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417297
2024-09-05 12:45:00,False,22.37951801,294.2355841,0.0,0.287269771,90.0,0.0,False,220.0,0.0,0.9,0.052,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417299
2024-09-05 13:30:00,False,21.85965211,277.1638598,0.0,0.283670992,90.0,0.0,False,220.0,0.0,0.9,0.055,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417302
2024-09-05 15:00:00,False,21.91718552,212.1320344,0.0,0.230436459,90.0,0.0,False,220.0,0.0,0.9,0.061,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417308
2024-09-05 15:15:00,False,21.572454,197.8037445,0.0,0.283469467,90.0,0.0,False,220.0,0.0,0.9,0.062,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417309
2024-09-05 15:45:00,False,21.0,166.6710699,0.0,0.275624028,90.0,0.0,False,220.0,0.0,0.9,0.064,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417311
2024-09-05 16:15:00,False,21.03404333,132.6866071,0.0,0.297098454,90.0,0.0,False,220.0,0.0,0.9,0.066,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417313
2024-09-05 16:45:00,False,21.0,96.43183959,0.0,0.250557005,90.0,0.0,False,220.0,0.0,0.9,0.068,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417315
2024-09-05 17:00:00,False,21.36091165,77.64571353,0.0,0.274664965,90.0,0.0,False,220.0,0.0,0.9,0.069,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417316
2024-09-05 17:15:00,False,21.0,58.5270966,0.0,0.294076393,90.0,0.0,False,220.0,0.0,0.9,0.07,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417317
2024-09-05 17:45:00,False,21.97199602,19.62093877,0.0,0.265775135,90.0,0.0,False,220.0,0.0,0.9,0.072,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417319
2024-09-05 18:00:00,False,21.64907188,3.67e-14,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.073,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41732
2024-09-05 18:15:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.074,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417321
2024-09-05 18:30:00,False,21.9377204,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.075,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417322
2024-09-05 18:45:00,False,21.75793988,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.076,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417323
2024-09-05 19:00:00,False,21.693684,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.077,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417324
2024-09-05 19:15:00,False,22.58024021,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.078,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417325
2024-09-05 19:30:00,False,22.51586268,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.079,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417326
2024-09-05 19:45:00,False,22.85618415,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.08,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417327
2024-09-05 20:00:00,False,22.5129026,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.081,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417328
2024-09-05 20:15:00,False,23.32100545,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.082,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417329
2024-09-05 20:30:00,False,23.91148448,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.083,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41733
2024-09-05 20:45:00,False,23.88552734,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.084,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417331
2024-09-05 21:00:00,False,24.31703165,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.085,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417332
2024-09-05 21:15:00,False,23.40137044,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.086,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417333
2024-09-05 21:30:00,False,23.18622354,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.087,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417334
2024-09-05 21:45:00,False,22.25077193,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.088,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417335
2024-09-05 22:00:00,False,21.42343799,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.089,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417336
2024-09-05 22:15:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.09,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417337
2024-09-05 22:30:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.091,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417338
2024-09-05 22:45:00,False,21.09651571,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.092,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417339
2024-09-05 23:00:00,False,21.84566709,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.093,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41734
2024-09-05 23:15:00,False,21.95825955,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.094,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417341
2024-09-05 23:30:00,False,21.78981977,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.095,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417342
2024-09-05 23:45:00,False,21.16186287,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.096,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417343
2024-09-06 00:00:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.097,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417344
2024-09-06 00:15:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.098,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417345
2024-09-06 00:30:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.099,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417346
2024-09-06 00:45:00,False,21.5700205,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.1,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417347
2024-09-06 01:00:00,False,21.79932664,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.101,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417348
2024-09-06 01:15:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.102,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417349
2024-09-06 01:30:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.103,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41735
2024-09-06 01:45:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.104,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417351
2024-09-06 02:00:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.105,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417352
2024-09-06 02:15:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.106,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417353
2024-09-06 02:30:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.107,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417354
2024-09-06 02:45:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.108,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417355
2024-09-06 03:00:00,False,21.44849539,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.109,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417356
2024-09-06 03:15:00,False,21.99866248,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.11,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417357
2024-09-06 03:30:00,False,21.57089143,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.111,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417358
2024-09-06 03:45:00,False,21.05553789,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.112,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417359
2024-09-06 04:00:00,False,21.00266992,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.113,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41736
2024-09-06 04:15:00,False,21.23659343,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.114,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417361
2024-09-06 04:30:00,False,21.05241787,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.115,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417362
2024-09-06 04:45:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.116,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417363
2024-09-06 05:00:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.117,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417364
2024-09-06 05:15:00,False,21.30344709,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.118,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417365
2024-09-06 05:30:00,False,21.40927273,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.119,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417366
2024-09-06 05:45:00,False,21.0,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.12,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417367
2024-09-06 06:00:00,False,21.62664684,0.0,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.121,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417368
2024-09-06 06:15:00,False,22.05826489,19.62093877,0.0,0.270680369,90.0,0.0,False,220.0,0.0,0.9,0.122,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417369
2024-09-06 06:30:00,False,22.21940642,39.15785767,0.0,0.275585604,90.0,0.0,False,220.0,0.0,0.9,0.123,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41737
2024-09-06 06:45:00,False,21.65084775,58.5270966,0.0,0.285375069,90.0,0.0,False,220.0,0.0,0.9,0.124,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417371
2024-09-06 07:15:00,False,21.82456362,96.43183959,0.0,0.2,90.0,0.0,False,220.0,0.0,0.9,0.126,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417373
2024-09-06 07:30:00,False,21.00878751,114.8050297,0.0,0.22410796,90.0,0.0,False,220.0,0.0,0.9,0.127,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417374
2024-09-06 07:45:00,False,21.0,132.6866071,0.0,0.252809217,90.0,0.0,False,220.0,0.0,0.9,0.128,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417375
2024-09-06 08:00:00,False,21.77555658,150.0,0.0,0.285980869,90.0,0.0,False,220.0,0.0,0.9,0.129,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417376
2024-09-06 08:30:00,False,22.04383983,182.6284287,0.0,0.258256633,90.0,0.0,False,220.0,0.0,0.9,0.131,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417378
2024-09-06 09:00:00,False,22.06929719,212.1320344,0.0,0.277004848,90.0,0.0,False,220.0,0.0,0.9,0.133,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41738
2024-09-06 09:30:00,False,21.0,238.0060021,0.0,0.253262466,90.0,0.0,False,220.0,0.0,0.9,0.135,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417382
2024-09-06 10:00:00,False,22.17619946,259.8076211,0.0,0.280650576,90.0,0.0,False,220.0,0.0,0.9,0.137,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417384
2024-09-06 10:30:00,False,23.5764577,277.1638598,0.0,0.294087469,90.0,0.0,False,220.0,0.0,0.9,0.139,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417386
2024-09-06 11:45:00,False,22.15955108,299.357677,0.0,0.296500457,90.0,0.0,False,220.0,0.0,0.9,0.144,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417391
2024-09-06 13:45:00,False,21.0,269.0618225,0.0,0.284033791,90.0,0.0,False,220.0,0.0,0.9,0.152,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417399
2024-09-06 14:30:00,False,21.36347553,238.0060021,0.0,0.276549536,90.0,0.0,False,220.0,0.0,0.9,0.155,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417402
2024-09-06 15:00:00,False,21.0,212.1320344,0.0,0.271416981,90.0,0.0,False,220.0,0.0,0.9,0.157,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417404
2024-09-06 15:45:00,False,21.0,166.6710699,0.0,0.232245285,90.0,0.0,False,220.0,0.0,0.9,0.16,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417407
2024-09-06 16:00:00,False,21.0,150.0,0.0,0.273913052,90.0,0.0,False,220.0,0.0,0.9,0.161,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417408
2024-09-06 16:30:00,False,21.09182914,114.8050297,0.0,0.244119923,90.0,0.0,False,220.0,0.0,0.9,0.163,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.41741
2024-09-06 16:45:00,False,21.05275721,96.43183959,0.0,0.27282118,90.0,0.0,False,220.0,0.0,0.9,0.164,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417411
2024-09-06 17:00:00,False,21.77810458,77.64571353,0.0,0.29692914,90.0,0.0,False,220.0,0.0,0.9,0.165,False,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417412
2024-09-06 17:30:00,False,21.79433372,39.15785767,0.0,0.24795367,90.0,0.0,False,220.0,0.0,0.9,0.167,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417414
2024-09-06 17:45:00,False,22.78317581,19.62093877,0.0,0.257743134,90.0,0.0,False,220.0,0.0,0.9,0.168,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417415
2024-09-06 18:00:00,False,22.01982861,3.67e-14,0.0,0.262648369,90.0,0.0,False,220.0,0.0,0.9,0.169,True,False,Residential,MonoCrystalline,1s2p,0.1,1000.0,1.0,Lithium - Ion,10.525053,7.417416
